date,open,close,low,high,volume,amount,change_pct,stock_code
2020-01-02,18.234,18.874,19.044,18.154,173218.0,,,000034.SZ
2020-01-03,18.924,18.884,19.524,18.614,217441.0,,0.05298293949349553,000034.SZ
2020-01-06,18.834,18.414,18.994,18.184,228467.0,,-2.4888794746875553,000034.SZ
2020-01-07,18.284,19.114,19.124,18.254,218148.0,,3.8014554143586343,000034.SZ
2020-01-08,18.834,18.154,18.914,18.094,217164.0,,-5.022496599351268,000034.SZ
2020-01-09,18.554,19.864,20.144,18.544,488939.0,,9.41941169990086,000034.SZ
2020-01-10,20.154,19.194,20.154,19.194,315784.0,,-3.3729359645590096,000034.SZ
2020-01-13,19.354,19.844,19.854,19.174,223263.0,,3.38647494008546,000034.SZ
2020-01-14,19.804,19.904,20.554,19.534,231466.0,,0.30235839548478083,000034.SZ
2020-01-15,19.784,21.994,22.034,19.504,412985.0,,10.50040192926045,000034.SZ
2020-01-16,21.684,21.634,22.034,21.334,245808.0,,-1.636810039101566,000034.SZ
2020-01-17,22.044,22.164,23.184,21.474,294209.0,,2.4498474623278144,000034.SZ
2020-01-20,21.804,22.904,23.674,21.614,253810.0,,3.3387475184984527,000034.SZ
2020-01-21,22.714,22.614,23.284,22.194,171715.0,,-1.2661543835137956,000034.SZ
2020-01-22,22.364,22.884,23.034,21.634,186440.0,,1.193950650039799,000034.SZ
2020-01-23,22.564,21.044,22.564,20.434,292569.0,,-8.040552350987584,000034.SZ
2020-02-03,18.764,18.764,18.764,18.764,20423.0,,-10.834442121269728,000034.SZ
2020-02-04,16.984,18.494,19.084,16.984,272438.0,,-1.4389256022170116,000034.SZ
2020-02-05,18.754,18.974,19.804,18.664,255311.0,,2.595436357737646,000034.SZ
2020-02-06,19.034,20.214,20.584,18.774,272205.0,,6.5352587751660085,000034.SZ
2020-02-07,20.514,21.704,21.874,20.194,331418.0,,7.3711289205501185,000034.SZ
2020-02-10,21.584,22.244,22.874,21.294,307178.0,,2.4880206413564254,000034.SZ
2020-02-11,22.104,21.534,22.244,21.534,198756.0,,-3.191871965473836,000034.SZ
2020-02-12,21.734,22.804,22.914,21.544,287093.0,,5.897650227547135,000034.SZ
2020-02-13,22.614,22.054,23.014,21.874,230538.0,,-3.288896684792142,000034.SZ
2020-02-14,21.924,23.104,23.284,21.794,295449.0,,4.761041080983053,000034.SZ
2020-02-17,23.304,24.184,24.264,22.774,269695.0,,4.674515235457077,000034.SZ
2020-02-18,23.864,24.154,24.484,23.524,247775.0,,-0.12404895798875382,000034.SZ
2020-02-19,24.304,23.444,24.734,23.284,239386.0,,-2.939471723110043,000034.SZ
2020-02-20,23.244,23.254,23.564,22.194,282030.0,,-0.8104419041119137,000034.SZ
2020-02-21,23.264,24.104,24.684,23.144,276914.0,,3.6552851122387375,000034.SZ
2020-02-24,24.284,26.684,26.684,24.104,448574.0,,10.703617656820462,000034.SZ
2020-02-25,27.284,28.934,29.284,25.794,530416.0,,8.432019187528116,000034.SZ
2020-02-26,27.564,25.934,27.914,25.874,365912.0,,-10.368424690675326,000034.SZ
