date,open,high,low,close,volume,amount
2020-01-02,4.9954111573713105,5.034442714297058,4.98890520272413,5.0,1033635,12247019.68348249
2020-01-03,5.03567609558853,5.03567609558853,4.996053105709182,5.024835707650562,3307539,5947746.452903397
2020-01-06,5.017501691288531,5.036264348937492,4.99804287281786,5.017888153674378,4226419,14167122.848168692
2020-01-07,5.048644770260306,5.058087356240884,5.048644770260306,5.0503884401004395,3596882,19756025.505136367
2020-01-08,5.136368956117079,5.136368956117079,5.120977808416815,5.127307363907748,4965292,10412094.670670038
2020-01-09,5.1219752572109405,5.122257107619268,5.113932221846946,5.11530160068272,2006891,16292712.12637076
2020-01-10,5.0872351068317085,5.125562029898524,5.0872351068317085,5.103324789176109,4947526,12500508.733544119
2020-01-13,5.1992256739418385,5.1992256739418385,5.15699393589167,5.183917148263744,4239672,6917177.665405741
2020-01-14,5.238118696110873,5.238118696110873,5.2002730008592275,5.2237003287900325,1727467,13733561.732038794
2020-01-15,5.1926715720873675,5.208881287834359,5.1926715720873675,5.199176393748363,1455796,9498114.026660975
2020-01-16,5.231523082401238,5.245244405090702,5.22043781931832,5.227385047456396,3998851,5516048.126801874
2020-01-17,5.2083014568984245,5.21938041624869,5.188307221962532,5.20316042027505,4661306,14523945.951766158
2020-01-20,5.1816277752730056,5.1816277752730056,5.163062174293212,5.178927754071838,3023969,17883985.239870913
2020-01-21,5.185745032235278,5.20190112282085,5.184084775730415,5.191458805308353,1997057,10171546.50349811
2020-01-22,5.0852916603598945,5.108505763997416,5.0852916603598945,5.0921316495768405,2087812,10854433.208191559
2020-01-23,5.0040408023989995,5.02762297165436,4.991584086458823,5.00429656269825,2314870,18365325.244508173
2020-01-24,4.9878293970457985,4.988367871761398,4.944401767789577,4.976158027199963,4519241,17204132.200510338
2020-01-27,4.931113235669804,4.93132025675047,4.924293606491792,4.9257579501034625,3903007,15724292.353276657
2020-01-28,4.937574426561204,4.954608764656032,4.93230097386195,4.9412370130717616,4674153,8731955.956297219
2020-01-29,4.903926435256853,4.909143966440365,4.890019834122987,4.896369391364505,1554280,18653249.824499667
2020-01-30,4.799716714018695,4.84351594164151,4.799716714018695,4.827217785219216,2945548,7316236.363088194
2020-01-31,4.909221078181172,4.915444946872414,4.887570056627752,4.897967843261443,4109094,14401557.791258328
2020-02-03,4.869905745453785,4.910992174318941,4.869905745453785,4.886909392665907,3212292,5432017.708197781
2020-02-04,4.886664610621053,4.903422106884872,4.886664610621053,4.8902094348434995,1175993,14655797.094874188
2020-02-05,4.809741445955634,4.829768438903833,4.807569375499043,4.820536264618528,2694089,9157165.278100397
2020-02-06,4.781879930448888,4.79902057882077,4.781879930448888,4.794294097964473,4618313,11745154.6577558
2020-02-07,4.810755089616852,4.810755089616852,4.794295899148125,4.799612053136242,3950501,10178968.280855797
2020-02-10,4.739930932664063,4.752113259192803,4.702993353801775,4.744368826663457,2384410,7591351.343693148
2020-02-11,4.765493563274491,4.765493563274491,4.756838401038427,4.762193326328242,2344955,14329711.851408111
2020-02-12,4.733145545179022,4.734170834489366,4.718841629563516,4.733589750721583,3307199,18229633.327109113
2020-02-13,4.724285222854746,4.73397248471806,4.696684365776488,4.719782165277873,2591986,19386263.634236053
2020-02-14,4.692103725722377,4.701809395957726,4.673967197306138,4.691382923906572,1286100,7885195.447308727
2020-02-17,4.7660193931964905,4.785637221313923,4.7660193931964905,4.778280386357871,1063879,15760591.6109446
2020-02-18,4.787155050466237,4.787155050466237,4.758592166547001,4.777635451115516,3680000,14965090.499085234
2020-02-19,4.722433803459529,4.741203051194092,4.722433803459529,4.727101878803396,4136091,10150666.843618589
2020-02-20,4.751147124658691,4.802620541647415,4.751147124658691,4.765984414797427,3048880,5286487.990305888
2020-02-21,4.7037682362889734,4.7104971577527195,4.701360280499358,4.707799196710764,3469606,15346868.709692992
2020-02-24,4.731792140410029,4.751777571054137,4.711134617839693,4.717632075358619,1724045,19182422.908392504
2020-02-25,4.633046909701871,4.636068862027164,4.615544089547152,4.6251820490232465,4039316,14481801.82873477
2020-02-26,4.560568703239506,4.564014725045306,4.547946354876311,4.563751026311965,2045533,11529390.862814512
2020-02-27,4.569541156929571,4.576341673495234,4.548703334801207,4.572735282984353,2285844,12877308.411674425
2020-02-28,4.603540178923753,4.606813872476046,4.601114850195169,4.6065034048408515,1479280,7994432.114898764
2020-03-02,4.633563371916375,4.633563371916375,4.612209525666906,4.614397490548685,2556232,16258162.456306063
2020-03-03,4.612581746717691,4.62538833406201,4.6077249859353335,4.6090610191082995,1787600,16196297.450147735
2020-03-04,4.5991352061515265,4.61054450225792,4.58944863362257,4.595182966047799,1307268,7182759.505811375
2020-03-05,4.536570860808578,4.536958288785435,4.514397311037558,4.527242175397165,4836985,18169675.737494886
2020-03-06,4.496799633658036,4.504337071860098,4.486451517932246,4.494653084797566,3767544,9037846.092099579
2020-03-09,4.471631087385851,4.479834124308992,4.456270627078779,4.473948970068848,2363517,19733840.914049223
2020-03-10,4.519468587835954,4.521510154113486,4.510718244189278,4.521244079021138,4967454,10743545.210558686
2020-03-11,4.5361302222835524,4.545937770586353,4.52313938651019,4.536779900592686,2485619,7668260.881017495
2020-03-12,4.456462865455796,4.464707431378523,4.446734301165732,4.456794649184811,2838524,10275801.670184784
2020-03-13,4.477745216513644,4.477745216513644,4.451563367357923,4.471238406191665,2199399,11602704.930457897
2020-03-16,4.4544831954505835,4.4616849614703,4.4473206931124425,4.454020459374251,3651813,6039616.595574423
2020-03-17,4.430352424218418,4.430352424218418,4.4109262477805204,4.423870214986619,1122026,13673275.718349343
2020-03-18,4.450211452448186,4.471613720837182,4.444044906588412,4.450929980140786,4175998,13964486.598033505
2020-03-19,4.4975262634258195,4.51353516787982,4.483619685414596,4.496819046982666,1927890,16083956.830242082
2020-03-20,4.5205585737403435,4.558678986449748,4.5205585737403435,4.538697028759847,2281507,5437548.38436115
2020-03-23,4.508855550356907,4.508855550356907,4.4857059338849234,4.50060748796851,2768753,13118573.216507452
2020-03-24,4.489800226116524,4.489800226116524,4.482238605467936,4.486691052627224,4210912,5793611.499059966
2020-03-25,4.510539011808241,4.510539011808241,4.4910174942560035,4.501553819364634,3604684,15517163.299499802
2020-03-26,4.519138833067122,4.548795153030009,4.519138833067122,4.5454685082942365,1735053,5835919.785514767
2020-03-27,4.54258210453664,4.54258210453664,4.507446099636845,4.52368779421312,1562167,18675917.72512449
2020-03-30,4.514028586676716,4.5354706544573276,4.503183251274588,4.515289161746918,4119712,15531238.503267448
2020-03-31,4.4752317534728165,4.486780655978183,4.453372924228816,4.465334938573008,1311741,12610846.476277355
2020-04-01,4.402744342097458,4.422886094792298,4.387703890688377,4.411920306250409,1956636,11622558.849217623
2020-04-02,4.453219250699708,4.453219250699708,4.442301724885706,4.447768298002147,1003626,6960089.456198935
2020-04-03,4.498592926205217,4.530313644690801,4.49845707330299,4.508090712037736,2658800,9364990.843469948
2020-04-06,4.499224466178108,4.507221020638165,4.474008970730973,4.504844430435045,2543971,18034386.57531344
2020-04-07,4.567469910773419,4.572731353375908,4.541621121002351,4.550052026293318,2807737,18566792.17343741
2020-04-08,4.564765148675193,4.566792788442124,4.545477339067201,4.566506653578805,4751531,5011215.625557966
2020-04-09,4.539020223485526,4.540187319768004,4.5114581341840445,4.53704721706121,3305289,13912045.87216327
2020-04-10,4.561367515536298,4.5706581750363275,4.543708023589165,4.553443906323511,4725406,15789509.135376705
2020-04-13,4.628061086786983,4.632026738013541,4.5973574305697715,4.6234775386362825,4031301,14281204.736864094
2020-04-14,4.623211548313268,4.627023401440229,4.616658753567403,4.621821129765051,3844472,6225196.472995309
2020-04-15,4.697562514132948,4.69861035462859,4.6879777379202965,4.694136160854991,2627008,8265873.481983533
2020-04-16,4.593134561428223,4.593134561428223,4.56862235660393,4.571161758601686,1144454,8755104.01072079
2020-04-17,4.608201152358304,4.616442997908612,4.602849967174178,4.608732251574676,4674041,17475869.469576344
2020-04-20,4.614599254732091,4.628124631008586,4.609667919274874,4.612744017882618,1436442,11947991.544633806
2020-04-21,4.608615391587917,4.608615391587917,4.581307248374949,4.598951574210975,4487252,12302423.179118551
2020-04-22,4.613349459060715,4.613349459060715,4.590020580711332,4.603171607887963,1254043,19023395.69831763
2020-04-23,4.522391402651272,4.527112364134114,4.502517242832766,4.511680399923848,1643198,14556288.332820732
2020-04-24,4.507520338888855,4.523115196015471,4.4913345022274465,4.5017695064161405,3560079,18480015.523289956
2020-04-27,4.507518051166686,4.531604008635421,4.506593855265481,4.5178458912640345,1620343,11847632.830122994
2020-04-28,4.599592175614883,4.599592175614883,4.5722309243788475,4.584614866641625,2436909,7241543.877774414
2020-04-29,4.550397544826,4.578061060843009,4.550397544826,4.560854173165276,1730070,18949033.911111284
2020-04-30,4.526718192497158,4.527156062395727,4.507917654046327,4.5239799589379475,4018099,11880576.735013073
2020-05-01,4.494490156386126,4.50757820051346,4.48537249343968,4.501280570843623,3904979,7724471.3281823285
2020-05-04,4.541902693508354,4.555940246358379,4.519765365014546,4.542485388512838,2845733,9535936.104558833
2020-05-05,4.560415475651814,4.560415475651814,4.536592750366761,4.557418859633703,2606325,5762038.845334134
2020-05-06,4.536189069759047,4.537625338988594,4.523271136734451,4.53327546819639,4403800,12024508.871845778
2020-05-07,4.5603882951952786,4.5603882951952786,4.532186763216481,4.556543294827959,4711131,17796922.57865355
2020-05-08,4.575686842037327,4.575686842037327,4.538299265661855,4.56096667539356,1110084,19003706.84010034
2020-05-11,4.609323434190919,4.634014144843814,4.597900769509579,4.605146250614634,2014391,18989033.112554654
2020-05-12,4.570582712304696,4.594870291538029,4.5627284573033835,4.572815678884617,3443028,6878450.384431201
2020-05-13,4.566620588128759,4.566620588128759,4.547967147589844,4.5578322928712245,4126801,10730808.237665854
2020-05-14,4.550760959298693,4.567521938729818,4.525657867906354,4.539960660844787,1473006,5423431.394760596
2020-05-15,4.4625342074579395,4.4736089156081364,4.4625342074579395,4.473517657934005,2390277,17827480.17457209
2020-05-18,4.4921254378488085,4.4921254378488085,4.468316831446558,4.4867646508172125,3954844,10381336.430319108
2020-05-19,4.504786006219559,4.504786006219559,4.489095522496206,4.498477586488475,2732626,14466755.418383522
2020-05-20,4.49603031179289,4.501142202486275,4.494878075517391,4.498707614189431,3884991,15723476.57115933
2020-05-21,4.500502993651313,4.506638892003917,4.474853041232313,4.488154224958375,1073568,11447670.046147332
2020-05-22,4.423302322235129,4.453990216254745,4.413389196113232,4.4246302032002145,4204288,9596635.048253644
2020-05-25,4.407124787480568,4.426287213604729,4.389500672269387,4.40601820320079,4061996,19433193.651739173
2020-05-26,4.389398250792338,4.409675577088095,4.380651966183522,4.390918139217609,2197442,19467323.375357814
