date,stock_code,report_type,revenue,net_profit,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,gross_profit,operating_profit,eps,bps,roe,roa
2020-03-31,002150.SZ,季报,2520393126.2619867,268000000.0,4918632143.531823,2238632143.531823,2680000000.0,2096364892.8960533,996723162.8299131,511234354.0541158,340542136.85826105,0.268,2.68,10.0,5.448669308446446
2020-06-30,002150.SZ,季报,3816581042.4241605,329000000.0,5905121907.361686,2615121907.3616858,3290000000.0,1982514626.233166,1136796712.0925074,1220465110.6493146,382692500.76328665,0.329,3.29,10.0,5.571434513313747
2020-09-30,002150.SZ,季报,2745571922.385183,290000000.0,6687184638.752936,3787184638.7529364,2900000000.0,2260078079.9082384,1764428554.9838576,1053788791.5514505,350357244.9619548,0.29,2.9,10.0,4.336653100909157
2020-12-31,002150.SZ,季报,2578959568.4121375,296000000.0,7395569321.099985,4435569321.099985,2960000000.0,3227363842.341361,1528735081.3166637,833003061.7235904,361865685.663567,0.296,2.96,10.0,4.002396396386888
2021-03-31,002150.SZ,季报,2555575071.202471,273500000.0,5618552129.984154,2883552129.9841537,2735000000.0,2659994283.4901814,1072914316.8797518,1003386857.2543244,320747774.26672316,0.2735,2.735,10.0,4.867802125398654
2021-06-30,002150.SZ,季报,2852860915.126112,280500000.0,5265943267.950544,2460943267.9505444,2805000000.0,2406186043.4481325,913732955.2308321,1071560319.353419,347081446.3826402,0.2805,2.805,10.0,5.32668100902591
2021-09-30,002150.SZ,季报,2362457083.8262515,264500000.0,5750321006.999759,3105321006.9997587,2645000000.0,1835826445.8782265,1136731450.8729596,905004989.08499,324438918.8909732,0.2645,2.645,10.0,4.5997432087361565
2021-12-31,002150.SZ,季报,2658801174.549415,299000000.0,6335881998.4767,3345881998.4767,2990000000.0,2668220968.928722,1329018208.694419,613840131.1793188,357448106.73530287,0.299,2.99,10.0,4.719153545976501
2022-03-31,002150.SZ,季报,3677624620.880675,311000000.0,5778518880.328743,2668518880.328743,3110000000.0,2751640934.1922946,852202007.7661344,810949192.471641,388114534.08902985,0.311,3.11,10.0,5.382001970413343
2022-06-30,002150.SZ,季报,3657949324.5720377,325000000.0,6365594307.199275,3115594307.199275,3250000000.0,2802897190.541975,1060587378.8206224,1295547684.5385237,414267144.9735582,0.325,3.25,10.0,5.105571990857725
2022-09-30,002150.SZ,季报,3406725326.783737,357000000.0,5958265706.893673,2388265706.893673,3570000000.0,2837068813.465082,876569212.8504021,1302587920.7764766,462097159.71879774,0.357,3.57,10.0,5.9916763964882165
2022-12-31,002150.SZ,季报,10331957142.242638,1018000000.0,21190426404.031216,11010426404.031216,10180000000.0,7487192943.384781,4383409717.130078,2859792265.928969,1294940448.9616854,1.018,10.18,10.0,4.804056230819112
2023-03-31,002150.SZ,季报,9593122165.079058,1021500000.0,23250036439.649456,13035036439.649456,10215000000.0,9110291493.578512,6110332477.918708,2217632726.530336,1316239385.8043408,1.0215,10.215,10.0,4.393541501113455
2023-06-30,002150.SZ,季报,9387290529.08755,841000000.0,19109705898.2152,10699705898.215199,8410000000.0,8765369349.164124,4943646292.560047,3147687320.5753827,1077938257.0935662,0.841,8.41,10.0,4.400904987651052
2023-09-30,002150.SZ,季报,6467418027.255581,671500000.0,12639573106.416958,5924573106.416958,6715000000.0,5985191542.944438,2182739577.0405836,2539051577.469527,774408043.6821473,0.6715,6.715,10.0,5.312679426325622
2023-12-31,002150.SZ,季报,10086303776.025373,878500000.0,16767117841.331942,7982117841.331942,8785000000.0,7787777227.876173,3318629674.804835,2397651606.242584,972230230.3077015,0.8785,8.785,10.0,5.239421636522678
2024-03-31,002150.SZ,季报,6701832118.711708,698000000.0,11973420687.849003,4993420687.849003,6980000000.0,3789220845.5320754,2330224329.5971074,1447441162.086992,875316246.1542214,0.698,6.98,10.0,5.829578849662837
2024-06-30,002150.SZ,季报,5748112541.36155,606500000.0,11035648888.92818,4970648888.928181,6065000000.0,3604210889.074553,1963337156.1024554,1350450636.473781,716723728.0287988,0.6065,6.065,10.0,5.495825448093839
2024-09-30,002150.SZ,季报,9142631827.2276,764500000.0,17630585185.317146,9985585185.317146,7645000000.0,8574602235.061351,4660512318.902549,2370528444.5419874,903262288.8771199,0.7645,7.645,10.0,4.336214549683127
2024-12-31,002150.SZ,季报,7022194478.684091,615000000.0,11364478318.442513,5214478318.4425125,6150000000.0,5255990261.2131,2517753868.050279,2214256578.3998704,721733958.2268851,0.615,6.15,10.0,5.411599043679508
2025-03-31,002150.SZ,季报,5502551931.99828,657000000.0,13011220175.885311,6441220175.885311,6570000000.0,5770405274.764859,3031061913.055027,1793567554.3150828,791434870.9757718,0.657,6.57,10.0,5.049487988971767
2025-06-30,002150.SZ,季报,7117108451.613898,599500000.0,11881906175.086302,5886906175.086302,5995000000.0,5472797182.21464,2057377381.240386,1596662465.3749254,693793263.6972108,0.5995,5.995,10.0,5.045486735596493
2025-09-30,002150.SZ,季报,12169764021.037682,1041000000.0,18651174522.556335,8241174522.556335,10410000000.0,7323031805.433368,2954305273.154326,4560353575.03742,1189089756.3931744,1.041,10.41,10.0,5.581417935589186
2025-12-31,002150.SZ,季报,10777363041.506828,1005000000.0,19424958886.375328,9374958886.375328,10050000000.0,8647925710.101223,4072579494.258414,3000948173.974102,1187283855.4710848,1.005,10.05,10.0,5.17375612416306
