date,stock_code,report_type,revenue,net_profit,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,gross_profit,operating_profit,eps,bps,roe,roa
2020-03-31,601168.SH,季报,1298020811.0290034,115500000.0,1805399638.1480093,650399638.1480093,1155000000.0,676865245.3621924,325016991.4693147,388454898.2296731,138612523.19648916,0.1155,1.155,10.0,6.397475526165533
2020-06-30,601168.SH,季报,1275637653.604497,127000000.0,2367723326.908952,1097723326.9089522,1270000000.0,839219506.7368801,467577765.73424274,304148996.02602047,160975741.35076118,0.127,1.27,10.0,5.363802373218905
2020-09-30,601168.SH,季报,2323874470.392081,264000000.0,4227885661.4596276,1587885661.4596276,2640000000.0,1691267552.0631654,637944993.5256042,582693632.6243805,331124965.84683555,0.264,2.64,10.0,6.244255903288954
2020-12-31,601168.SH,季报,4174509593.6846766,456000000.0,7955014394.378664,3395014394.378664,4560000000.0,3064540631.2068043,1336755409.1402926,1416960130.7607486,551767269.1831076,0.456,4.56,10.0,5.7322334994419135
2021-03-31,601168.SH,季报,4164966159.1011686,464500000.0,10801384046.701416,6156384046.701416,4645000000.0,3715658987.699907,2494585214.795393,1264636190.0369077,601948532.6204101,0.4645,4.645,10.0,4.300374822260408
2021-06-30,601168.SH,季报,4616835490.998984,439500000.0,9361071777.311893,4966071777.311893,4395000000.0,3574224237.3440356,1940115648.5889137,1025326187.441786,553853444.2667611,0.4395,4.395,10.0,4.694975217102821
2021-09-30,601168.SH,季报,5061552765.084219,546000000.0,10190788363.077942,4730788363.077942,5460000000.0,3749452920.090006,1633286963.599864,1245706918.5456364,612768048.9075686,0.546,5.46,10.0,5.357779796293313
2021-12-31,601168.SH,季报,4898317271.409845,523500000.0,8731139175.38846,3496139175.38846,5235000000.0,4291988351.6281967,1379885051.3285172,1325784055.3570104,673608840.7749752,0.5235,5.235,10.0,5.995781185983773
2022-03-31,601168.SH,季报,6205086413.251847,531000000.0,11187478738.303303,5877478738.303303,5310000000.0,3630286026.994929,1922462735.582211,1919461278.0654144,672008243.2778437,0.531,5.31,10.0,4.746377735512297
2022-06-30,601168.SH,季报,5159934222.700902,444500000.0,8984862769.18096,4539862769.18096,4445000000.0,4194111496.1799483,1377365805.4431393,1759418136.811762,500655489.32560843,0.4445,4.445,10.0,4.947209672747396
2022-09-30,601168.SH,季报,2625256424.0848827,320000000.0,5930459932.5780325,2730459932.5780325,3200000000.0,1783870765.6154997,1255238759.3078797,994003518.3187561,393903727.96368766,0.32,3.2,10.0,5.395871545175295
2022-12-31,601168.SH,季报,3536098996.138336,363000000.0,7106481060.846361,3476481060.846361,3630000000.0,2664296246.1177745,1451877862.086957,1106198557.608182,461019571.69383055,0.363,3.63,10.0,5.108013331661054
2023-03-31,601168.SH,季报,4270644917.843035,486500000.0,11043245078.218311,6178245078.218311,4865000000.0,5514108485.062862,1906180577.1239524,1030036731.0149376,558726129.4248015,0.4865,4.865,10.0,4.405407980662969
2023-06-30,601168.SH,季报,5024274291.867939,448500000.0,7872142486.832073,3387142486.832073,4485000000.0,3350004467.6974,1107338352.8645566,1008479803.6586195,507069119.8387846,0.4485,4.485,10.0,5.697305412728708
2023-09-30,601168.SH,季报,5938730532.877067,565500000.0,12041258634.244154,6386258634.244154,5655000000.0,3840464616.423363,3148155974.2384834,1444429750.7484617,636454576.8232521,0.5655,5.655,10.0,4.696352907758112
2023-12-31,601168.SH,季报,6251448359.7393465,636500000.0,12108423743.00372,5743423743.003719,6365000000.0,4048121640.980154,2264166298.302249,2348348335.7717733,810316059.4164193,0.6365,6.365,10.0,5.256671004496118
2024-03-31,601168.SH,季报,7946477746.56213,887500000.0,16109413025.032265,7234413025.032265,8875000000.0,7897625300.684724,2444699275.7043757,2403999307.4994197,1076259377.292879,0.8875,8.875,10.0,5.509201350917765
2024-06-30,601168.SH,季报,7182083696.837367,845500000.0,15673090678.4692,7218090678.4692,8455000000.0,5829601805.025596,2167934756.343765,1902831339.1826153,998552705.996314,0.8455,8.455,10.0,5.394596492455057
2024-09-30,601168.SH,季报,8472118306.984266,896500000.0,20010719587.811554,11045719587.811554,8965000000.0,9855124087.605806,4910652698.384506,2155388442.974586,1058421278.8049071,0.8965,8.965,10.0,4.48009875939721
2024-12-31,601168.SH,季报,6528220501.118572,751500000.0,16705936209.48988,9190936209.48988,7515000000.0,7998898162.261356,3966718572.3571525,1346086987.618386,917273122.0247769,0.7515,7.515,10.0,4.498400990978927
2025-03-31,601168.SH,季报,9370868240.128897,798500000.0,18147866317.076515,10162866317.076515,7985000000.0,6741617486.414943,4029917658.860868,2469863531.015029,1012062691.7838987,0.7985,7.985,10.0,4.399966288315884
2025-06-30,601168.SH,季报,7633306667.90446,829500000.0,16436035220.819485,8141035220.819485,8295000000.0,6858100001.377073,3733886322.4832616,2142474030.1845994,1056949872.2911992,0.8295,8.295,10.0,5.046837566697803
2025-09-30,601168.SH,季报,11545318336.176533,1098000000.0,23858788281.00904,12878788281.00904,10980000000.0,8947409480.826406,5891396224.818524,2602464550.7159395,1258204994.3968046,1.098,10.98,10.0,4.602077804906709
2025-12-31,601168.SH,季报,12798424927.06392,1380000000.0,28155755545.334724,14355755545.334724,13800000000.0,13994015725.62139,5729221217.235475,4265568570.896214,1525166933.9532764,1.38,13.8,10.0,4.901306938036189
