date,stock_code,report_type,revenue,net_profit,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,gross_profit,operating_profit,eps,bps,roe,roa
2020-03-31,000732.SZ,季报,2394463826.2189236,258500000.0,4256573323.0923977,1671573323.0923977,2585000000.0,1483904836.0456853,718227386.5062994,817170330.9099562,314795219.73232317,0.2585,2.585,10.0,6.072960110838639
2020-06-30,000732.SZ,季报,2142574631.9796274,254500000.0,3954192980.167401,1409192980.1674008,2545000000.0,1613303797.4296856,704395234.6031729,682200616.3527131,305614618.7790268,0.2545,2.545,10.0,6.436205852280525
2020-09-30,000732.SZ,季报,1876750516.206311,216000000.0,4390727560.923227,2230727560.9232273,2160000000.0,1661834272.56982,1049637218.3511845,673625469.2102017,261016524.9133162,0.216,2.16,10.0,4.919458039764649
2020-12-31,000732.SZ,季报,1380971507.593734,163500000.0,2481021760.327176,846021760.3271761,1635000000.0,787316338.6697979,259949287.45586142,335038056.4433634,207152246.16632518,0.1635,1.635,10.0,6.590026843554932
2021-03-31,000732.SZ,季报,1642526689.481725,153000000.0,3809820237.460495,2279820237.460495,1530000000.0,1902386466.074104,874086709.7979671,649262740.2804502,195121544.50257102,0.153,1.53,10.0,4.0159375105315975
2021-06-30,000732.SZ,季报,908287711.062907,108000000.0,2510487887.5464993,1430487887.5464993,1080000000.0,1160630160.6125758,666518819.0035253,191410252.4946156,134842065.3259741,0.108,1.08,10.0,4.301952641785038
2021-09-30,000732.SZ,季报,1155268154.1916814,104500000.0,1875766812.017442,830766812.0174421,1044999999.9999999,890252595.3744563,250961094.28240794,298891527.34300643,116774781.95837025,0.1045,1.045,10.0,5.571054958990729
2021-12-31,000732.SZ,季报,1318361122.3999805,110500000.0,1887141080.5426323,782141080.5426323,1105000000.0,696758879.7241983,346052568.9543159,494242022.581637,134213976.89470151,0.1105,1.105,10.0,5.855418078664612
2022-03-31,000732.SZ,季报,1660233328.272028,171500000.0,3314764386.281307,1599764386.2813072,1715000000.0,1231018619.0657723,517756860.4028038,625061422.2019093,217545591.69894725,0.1715,1.715,10.0,5.17382172650885
2022-06-30,000732.SZ,季报,790567537.1580988,67500000.0,1667942000.4551651,992942000.4551651,675000000.0,536828355.4154348,414435862.3775929,286007348.90286195,85334995.5437003,0.0675,0.675,10.0,4.0469033084831425
2022-09-30,000732.SZ,季报,521950569.25498325,58500000.0,1311184330.9647577,726184330.9647577,585000000.0,499096979.4127463,226293605.9339293,111957259.84788239,72830337.51685137,0.0585,0.585,10.0,4.461615244971409
2022-12-31,000732.SZ,季报,677771120.5935653,68000000.0,1394995010.2584836,714995010.2584836,680000000.0,441888172.4658215,222321514.90085307,154372679.75788352,86365766.86834016,0.068,0.68,10.0,4.874569407054728
2023-03-31,000732.SZ,季报,569542175.2715613,58000000.0,1324874888.6829503,744874888.6829503,580000000.0,625873925.955647,226153766.95245552,144010232.5090558,75168707.72719434,0.058,0.58,10.0,4.377771855700082
2023-06-30,000732.SZ,季报,179816627.8308746,21500000.0,430982415.1495476,215982415.14954758,215000000.0,206307487.22270238,76058303.76730293,36011874.1032294,24343879.636201892,0.0215,0.215,10.0,4.988602607496101
2023-09-30,000732.SZ,季报,244437168.42751667,21500000.0,394373646.447848,179373646.44784802,215000000.0,151427919.4163376,78853495.32039934,90266471.72162485,24409565.849700134,0.0215,0.215,10.0,5.451682736321774
2023-12-31,000732.SZ,季报,183861773.97695652,21500000.0,368213416.06289643,153213416.06289643,215000000.0,158099271.98238352,60308805.57197061,61552563.35375054,26995199.53114939,0.0215,0.215,10.0,5.839005061219027
2024-03-31,000732.SZ,季报,217622716.49369794,21500000.0,498871466.95054686,283871466.95054686,215000000.0,183769107.05519333,102191990.25394502,78176901.01224555,24740446.87834333,0.0215,0.215,10.0,4.309727339473455
2024-06-30,000732.SZ,季报,228222373.64570937,21500000.0,352381617.1605725,137381617.16057253,215000000.0,172849794.97698942,45702190.75195771,65307759.03699734,27700376.71577784,0.0215,0.215,10.0,6.101339840949457
2024-09-30,000732.SZ,季报,242703066.19682214,21500000.0,429275818.33066756,214275818.33066756,215000000.0,207314978.62396613,73101194.60410257,50276346.32135999,24107834.268235672,0.0215,0.215,10.0,5.008434922704808
2024-12-31,000732.SZ,季报,177625030.82743987,21500000.0,415145320.22243583,200145320.22243583,215000000.0,144703768.54894447,69803441.37890495,65338736.44459585,24445157.599610507,0.0215,0.215,10.0,5.178909396950506
2025-03-31,000732.SZ,季报,192619020.2167889,21500000.0,495767605.47276497,280767605.47276497,215000000.0,152995038.4420627,99670360.20536396,48210301.711409226,24426554.532542963,0.0215,0.215,10.0,4.336709329666177
2025-06-30,000732.SZ,季报,245987281.60718805,21500000.0,342171468.12776774,127171468.12776774,215000000.0,155362413.38726407,47004231.62428274,78040518.69403008,24813225.211603615,0.0215,0.215,10.0,6.283399407215286
2025-09-30,000732.SZ,季报,173978314.71578535,21500000.0,346327596.638791,131327596.63879102,215000000.0,156612483.5624368,63725695.91181884,39858026.62739226,24910321.1865538,0.0215,0.215,10.0,6.207995033795656
2025-12-31,000732.SZ,季报,178718768.3648183,21500000.0,370289432.4500544,155289432.4500544,215000000.0,120335717.78942458,67591107.90446433,61193929.08425591,26979649.96643521,0.0215,0.215,10.0,5.806268857780589
