date,stock_code,report_type,revenue,net_profit,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,gross_profit,operating_profit,eps,bps,roe,roa
2020-03-31,000528.SZ,季报,2464605937.456752,255300000.0,5142449713.034229,2589449713.0342293,2553000000.0,1758085534.2628868,873918757.6402338,774409173.1740202,283741060.18284535,0.2553,2.553,10.0,4.9645599713480495
2020-06-30,000528.SZ,季报,2448130946.2072406,265300000.0,4576023811.768453,1923023811.7684526,2653000000.0,1450694307.866536,948418608.5250573,853091520.8926439,327001712.2683233,0.2653,2.653,10.0,5.797609691577894
2020-09-30,000528.SZ,季报,2885770839.56493,302800000.0,5172072524.72956,2144072524.72956,3028000000.0,1761816867.8382876,972061378.9315698,615081105.955728,341982666.51823866,0.3028,3.028,10.0,5.854519606061266
2020-12-31,000528.SZ,季报,2586598548.719758,317800000.0,5543926189.790648,2365926189.7906485,3178000000.0,2077430821.5612903,729410958.5166292,1017289089.4908028,380091483.3121366,0.3178,3.178,10.0,5.7323995507956225
2021-03-31,000528.SZ,季报,3805708430.239815,443800000.0,9106101007.348497,4668101007.348497,4438000000.0,4110549541.9210687,1945126400.3452168,1128942073.2660267,575112514.6626331,0.4438,4.438,10.0,4.873655581481685
2021-06-30,000528.SZ,季报,3375548902.014169,373800000.0,8759546427.366716,5021546427.366716,3738000000.0,3094334021.553961,2044217270.759342,1301264157.812042,431634024.23404294,0.3738,3.738,10.0,4.267344240932019
2021-09-30,000528.SZ,季报,3578641601.2903023,357300000.0,8555216760.894228,4982216760.894228,3573000000.0,2976490687.6267767,2318618121.001537,1385794975.3443506,426774929.49048334,0.3573,3.573,10.0,4.176399149033992
2021-12-31,000528.SZ,季报,3344004202.6879897,349300000.0,8359975752.868477,4866975752.868477,3493000000.0,2870194344.8247294,1746546930.4276764,893371955.6582878,430091712.0988933,0.3493,3.493,10.0,4.178241783538046
2022-03-31,000528.SZ,季报,2844631139.8700194,288300000.0,5923305534.337228,3040305534.337228,2883000000.0,2717785895.6971593,1295603737.9790475,901923468.4301965,318492259.95212096,0.2883,2.883,10.0,4.867214738944891
2022-06-30,000528.SZ,季报,2650399132.921066,289300000.0,5067678066.420174,2174678066.4201736,2893000000.0,1971226820.4678454,862387175.9863179,758887756.8161924,331432111.73991174,0.2893,2.893,10.0,5.70872885389033
2022-09-30,000528.SZ,季报,2437666966.2884154,254300000.0,4668168065.86393,2125168065.8639297,2543000000.0,2263229276.770432,903251066.5305411,552837697.8204345,280225163.86027473,0.2543,2.543,10.0,5.4475330881845005
2022-12-31,000528.SZ,季报,2993805454.4200506,265800000.0,5951924387.299311,3293924387.2993107,2658000000.0,2291419068.1658463,1122503464.904479,1077536412.7977777,315507998.0593861,0.2658,2.658,10.0,4.465782538622049
2023-03-31,000528.SZ,季报,3375346163.5839996,310300000.0,7739956353.618046,4636956353.618046,3103000000.0,3570550195.0900216,1832385682.617992,681539572.0775793,395808652.0091781,0.3103,3.103,10.0,4.009066535045125
2023-06-30,000528.SZ,季报,4266953246.512259,371800000.0,8934005850.051859,5216005850.051859,3718000000.0,4232938148.432953,2579591922.4151974,1508803987.882979,416466588.46748054,0.3718,3.718,10.0,4.161627004059347
2023-09-30,000528.SZ,季报,4023059964.267049,335800000.0,8348626692.6172,4990626692.6172,3358000000.0,2811581325.420488,2459233131.500671,1577513371.3479037,424384988.8464089,0.3358,3.358,10.0,4.022218412244404
2023-12-31,000528.SZ,季报,3395079484.308411,313800000.0,5863609443.454167,2725609443.4541674,3138000000.0,2457750756.187293,1091750387.3678045,983062994.6786836,381426075.57996315,0.3138,3.138,10.0,5.351652476621037
2024-03-31,000528.SZ,季报,3571990506.6204233,394800000.0,6718541345.403902,2770541345.403902,3948000000.0,2979210698.854503,1003064894.8512247,1097415215.9929724,510987670.7118415,0.3948,3.948,10.0,5.87627551432841
2024-06-30,000528.SZ,季报,4599378019.549374,546250000.0,9769794769.000359,4307294769.000359,5462500000.0,4683771740.250395,1419078683.7864351,1007413439.8492283,685141273.439859,0.54625,5.4625,10.0,5.591212639729709
2024-09-30,000528.SZ,季报,6490629969.747353,611750000.0,13472940703.606947,7355440703.606947,6117500000.0,4886968124.317541,3009242482.9657016,1753335035.582633,792597811.3503159,0.61175,6.1175,10.0,4.540582590378532
2024-12-31,000528.SZ,季报,6392708462.901909,589750000.0,11519254675.732416,5621754675.732416,5897500000.0,4382596215.160743,2113868082.3532987,1619400219.7490728,690106731.7195092,0.58975,5.8975,10.0,5.119688873989606
2025-03-31,000528.SZ,季报,4898776756.85512,545750000.0,10282276356.430851,4824776356.430851,5457500000.0,3516633384.1375284,1908608369.8412893,1901883102.7865014,605386691.0326825,0.54575,5.4575,10.0,5.307676832267508
2025-06-30,000528.SZ,季报,4795065464.880407,480500000.0,10526580288.53482,5721580288.534821,4805000000.0,3514126207.959223,1905755005.8843596,1007169005.098826,534709899.5648485,0.4805,4.805,10.0,4.564635302533565
2025-09-30,000528.SZ,季报,4660090157.85127,553000000.0,13201046261.586075,7671046261.586075,5530000000.0,5671811409.257627,3405160706.302786,1175977283.3128266,614467368.9433893,0.553,5.53,10.0,4.189061904958118
2025-12-31,000528.SZ,季报,6051392821.209327,593500000.0,13734872853.832586,7799872853.832586,5935000000.0,4575174987.081443,3749556415.848679,1865232652.5682774,657728563.3221989,0.5935,5.935,10.0,4.321117540118979
