date,stock_code,report_type,revenue,net_profit,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,gross_profit,operating_profit,eps,bps,roe,roa
2020-03-31,600977.SH,季报,5754984359.5272,566250000.0,12432215180.063936,6769715180.063936,5662500000.0,5586561442.617568,2891083226.52864,1846358165.1932054,711278228.5763131,0.56625,5.6625,10.0,4.5546991569774935
2020-06-30,600977.SH,季报,6486646249.276297,632750000.0,12790862384.406178,6463362384.4061775,6327500000.0,6381360859.519104,2610024575.051244,1885116186.9122925,811352714.0250459,0.63275,6.3275,10.0,4.9468908427269875
2020-09-30,600977.SH,季报,7020490480.369332,696650000.0,13847213794.480656,6880713794.480656,6966500000.0,5818952166.215878,2073627705.35536,1515973549.1905212,904234956.4538251,0.69665,6.9665,10.0,5.030975980725285
2020-12-31,600977.SH,季报,5783394910.849298,615150000.0,11927294518.35508,5775794518.35508,6151500000.0,4412516172.601968,1852490346.1026347,2185850242.0039682,725025962.8849623,0.61515,6.1515,10.0,5.1574981992214335
2021-03-31,600977.SH,季报,6665002957.842137,700650000.0,12263750586.954046,5257250586.954046,7006500000.0,4623657043.657844,2433047976.389552,1840226750.431765,852370592.4564444,0.70065,7.0065,10.0,5.713178811262997
2021-06-30,600977.SH,季报,5093019517.85607,618650000.0,10385137299.560799,4198637299.5607986,6186500000.0,3187740816.670616,2057111196.613452,1355463313.0635822,779598787.4155048,0.61865,6.1865,10.0,5.957070977060299
2021-09-30,600977.SH,季报,7604911882.636421,666650000.0,16218260897.462246,9551760897.462246,6666500000.0,7315391534.384565,3948377566.274191,1695522522.1106029,815217719.2683825,0.66665,6.6665,10.0,4.110490047082139
2021-12-31,600977.SH,季报,7188290808.387012,632650000.0,12890103110.106276,6563603110.106276,6326500000.0,4731362484.564624,2399317749.0739474,1679900879.206455,800208838.9171011,0.63265,6.3265,10.0,4.908029009511809
2022-03-31,600977.SH,季报,5303536174.376427,555150000.0,12225466759.252357,6673966759.2523575,5551500000.0,4507991820.5014715,2406000649.1764746,1856960073.7777848,693882617.6049577,0.55515,5.5515,10.0,4.540930918485029
2022-06-30,600977.SH,季报,5423338026.872692,567150000.0,9776556937.314241,4105056937.3142414,5671500000.0,4737070364.606098,1719349811.6918397,1087205791.0319126,731924316.4369301,0.56715,5.6715,10.0,5.801122047736001
2022-09-30,600977.SH,季报,4793292495.642904,490650000.0,11994489762.374498,7087989762.374498,4906500000.0,4515019806.778572,2958318765.8721733,1025991565.5312742,584622141.3081927,0.49065,4.9065,10.0,4.090628361192315
2022-12-31,600977.SH,季报,7108117198.31043,674150000.0,13371639813.036913,6630139813.036913,6741500000.0,5171108794.089976,2402373950.011787,1428943095.8999505,794672972.1412781,0.67415,6.7415,10.0,5.041640437717487
2023-03-31,600977.SH,季报,7620117584.254757,695150000.0,12270243670.831722,5318743670.831722,6951500000.0,4503050431.877025,2512740574.1381507,2164302000.722733,870901146.6887493,0.69515,6.9515,10.0,5.665331664541265
2023-06-30,600977.SH,季报,8095425537.741933,696650000.0,11392837878.79652,4426337878.79652,6966500000.0,4834026298.590777,1828479317.601023,1977413271.9454274,776148462.9028034,0.69665,6.9665,10.0,6.114806577705734
2023-09-30,600977.SH,季报,7673549682.699425,698150000.0,14148247431.359213,7166747431.359213,6981500000.0,5099401863.875739,2978488220.2913566,2229881533.6672373,831987219.3863113,0.69815,6.9815,10.0,4.934533435233605
2023-12-31,600977.SH,季报,6537413118.177733,606150000.0,10710597447.379673,4649097447.379673,6061500000.0,4124481919.352006,1483584318.831872,2290235712.565638,744237060.9508053,0.60615,6.0615,10.0,5.659348164077378
2024-03-31,600977.SH,季报,6887229745.9341135,603150000.0,11955003983.293173,5923503983.293173,6031500000.0,4076898727.971505,2163129218.657814,2519647547.567086,769501237.3008498,0.60315,6.0315,10.0,5.045167704192215
2024-06-30,600977.SH,季报,4457244824.362115,532150000.0,12071045772.882797,6749545772.882797,5321500000.0,4581698027.107451,2680993330.765635,944812694.8402678,615530392.6977189,0.53215,5.3215,10.0,4.4084829932089
2024-09-30,600977.SH,季报,5766563439.43309,602700000.0,10656101231.358671,4629101231.358671,6027000000.0,3949922120.0369773,1773751575.7096095,1778792427.3526292,700178618.4753805,0.6027,6.027,10.0,5.655914737618861
2024-12-31,600977.SH,季报,6065378859.537995,578200000.0,12986469237.910988,7204469237.910988,5782000000.0,5318777493.13612,2760605243.7924876,1807310330.7551062,639477900.4696811,0.5782,5.782,10.0,4.452326413033645
2025-03-31,600977.SH,季报,6373096098.994215,531450000.0,11161600324.265636,5847100324.265636,5314500000.0,4990327050.244914,2738380930.3455715,2290708627.7283754,679448836.8775069,0.53145,5.3145,10.0,4.76141399584621
2025-06-30,600977.SH,季报,4938749745.899635,535450000.0,9179224922.868101,3824724922.868101,5354500000.0,4352642619.415074,1737343793.7336411,1223172351.415711,649437513.4452245,0.53545,5.3545,10.0,5.833281181138065
2025-09-30,600977.SH,季报,9042626898.545675,782000000.0,15808346354.320993,7988346354.320993,7820000000.0,6154893134.940403,3297247807.1589627,1884602002.2565105,983560179.1851538,0.782,7.82,10.0,4.946753964473021
2025-12-31,600977.SH,季报,6390186583.04793,786000000.0,18422324988.078373,10562324988.078373,7860000000.0,8205670387.278517,4819915324.681756,1455250848.9792984,882619308.4403646,0.786,7.86,10.0,4.266562448054975
