date,stock_code,report_type,revenue,net_profit,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,gross_profit,operating_profit,eps,bps,roe,roa
2020-03-31,600383.SH,季报,6696532058.059484,596700000.0,14239473279.578178,8272473279.578178,5967000000.0,5821578332.039519,2847257451.372188,2611905228.935174,668499769.0075511,0.5967,5.967,10.0,4.190463988971903
2020-06-30,600383.SH,季报,6131838476.075901,577200000.0,11177054935.467272,5405054935.467272,5772000000.0,5077490166.116121,2556990201.006566,2010377775.3242753,671820502.4660206,0.5772,5.772,10.0,5.164151051708769
2020-09-30,600383.SH,季报,7345155793.00387,653200000.0,11800788788.292007,5268788788.292007,6532000000.0,3903639591.810932,2432500398.559106,2044116742.2585204,827313503.2521154,0.6532,6.532,10.0,5.535223210232044
2020-12-31,600383.SH,季报,6478286058.073693,600700000.0,9685204774.373753,3678204774.3737526,6007000000.0,4149155139.426122,1212266785.1996129,2568374597.572726,703528633.75794,0.6007,6.007,10.0,6.202243669533992
2021-03-31,600383.SH,季报,4469319483.542006,526200000.0,8251669305.379877,2989669305.379877,5262000000.0,2922089126.427627,1344447092.3760376,1623152316.500354,673085672.6813502,0.5262,5.262,10.0,6.376891517658506
2021-06-30,600383.SH,季报,4704059374.6233635,437700000.0,7800872622.224421,3423872622.2244205,4377000000.0,3094155185.973613,1559170841.339051,1692414765.4640856,544950853.9252172,0.4377,4.377,10.0,5.610910742895706
2021-09-30,600383.SH,季报,5312869845.340366,520700000.0,12109091600.743631,6902091600.743631,5207000000.0,3719305007.6144824,2476234906.0154486,1232176691.7620103,643731795.5745188,0.5207,5.207,10.0,4.300074829461388
2021-12-31,600383.SH,季报,6410889020.656548,609200000.0,9463237365.673588,3371237365.673588,6092000000.0,3955375465.4888473,1544111341.833096,1610682499.6939633,712343058.125577,0.6092,6.092,10.0,6.437543268329902
2022-03-31,600383.SH,季报,5565704834.596924,674700000.0,13466577502.915834,6719577502.915834,6747000000.0,4263108997.001775,3286647654.2650657,1243947424.091428,794186185.5777946,0.6747,6.747,10.0,5.01018168761819
2022-06-30,600383.SH,季报,6741141203.280367,632700000.0,9585698287.823313,3258698287.8233128,6327000000.0,3211015167.6467357,1075507148.4708023,2663227766.5944657,707423068.9658542,0.6327,6.327,10.0,6.600458109595595
2022-09-30,600383.SH,季报,4757479123.819769,566700000.0,13287346065.617922,7620346065.617922,5667000000.0,5034588311.676009,2736746907.763638,1856067799.0171108,683246666.0194159,0.5667,5.667,10.0,4.264960039434676
2022-12-31,600383.SH,季报,4459068250.742978,503700000.0,10411987969.27981,5374987969.27981,5037000000.0,5024384325.661165,2376318289.1648207,1379301366.514885,579577889.219969,0.5037,5.037,10.0,4.837692873696631
2023-03-31,600383.SH,季报,4143915600.0227327,412200000.0,7313256115.286463,3191256115.286463,4122000000.0,3220460567.645321,1380092887.2280016,1102007278.389339,500499855.10220325,0.4122,4.122,10.0,5.636340277190661
2023-06-30,600383.SH,季报,3012512805.1171823,352700000.0,8066145506.271289,4539145506.271289,3527000000.0,2560672756.2511096,2150167141.0387635,643602424.3738406,391553272.1181839,0.3527,3.527,10.0,4.372596548447853
2023-09-30,600383.SH,季报,2844780393.365859,340000000.0,5518567122.324498,2118567122.3244982,3400000000.0,1731230731.5194745,733040901.7665923,1053880653.8435657,415717685.1538575,0.34,3.4,10.0,6.161019562932981
2023-12-31,600383.SH,季报,2400512374.040717,217000000.0,3376201705.3823676,1206201705.3823676,2170000000.0,1511251878.8421388,470389219.30627483,737760760.952056,278663795.36334956,0.217,2.17,10.0,6.427341105066587
2024-03-31,600383.SH,季报,1784966064.9640665,187500000.0,3181773959.9221244,1306773959.9221244,1875000000.0,964314874.9845585,517302152.5939776,389142116.2130312,221406375.18990865,0.1875,1.875,10.0,5.892939044751914
2024-06-30,600383.SH,季报,1360833701.8438754,170000000.0,2708927760.804373,1008927760.8043728,1700000000.0,1121182582.1342845,499913533.18179977,406422126.42666334,188292933.34484437,0.17,1.7,10.0,6.275545714423969
2024-09-30,600383.SH,季报,3065846943.102206,273500000.0,5845126692.734605,3110126692.734605,2735000000.0,1955922802.5017753,1432266897.534098,1043800279.6314143,335058031.4430839,0.2735,2.735,10.0,4.679111580933839
2024-12-31,600383.SH,季报,2541895784.1910563,219000000.0,4638813135.416539,2448813135.416539,2190000000.0,1833204154.1641016,987358984.9887122,660966267.5949539,265052663.46405143,0.219,2.19,10.0,4.72103517876098
2025-03-31,600383.SH,季报,2373212192.8797007,226000000.0,4203391441.4658628,1943391441.4658628,2260000000.0,1951742698.1548278,904282825.4965885,738351228.9948263,287450931.8639529,0.226,2.26,10.0,5.376610842629167
2025-06-30,600383.SH,季报,2178542845.8339434,189500000.0,4496273788.9090185,2601273788.9090185,1895000000.0,1986556859.094441,813705983.0136541,535388275.5708443,221304914.29185218,0.1895,1.895,10.0,4.214600998440989
2025-09-30,600383.SH,季报,2575378654.633515,217000000.0,4400334085.514514,2230334085.514514,2170000000.0,1958071304.958267,1029128540.421993,588959505.1564436,276620007.85904527,0.217,2.17,10.0,4.931443744563477
2025-12-31,600383.SH,季报,1535219098.0574753,153000000.0,2384043398.2584662,854043398.2584662,1530000000.0,1113201875.6214638,388141969.63776517,347954227.985271,185010857.2369398,0.153,1.53,10.0,6.417668407872351
