date,stock_code,report_type,revenue,net_profit,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,gross_profit,operating_profit,eps,bps,roe,roa
2020-03-31,600959.SH,季报,1953978933.1462228,173850000.0,3669837782.3164563,1931337782.3164563,1738500000.0,1348380134.4889266,613860457.6485445,744725849.686178,224241958.55099776,0.17385,1.7385,10.0,4.737266612647475
2020-06-30,600959.SH,季报,1456221456.5429606,180850000.0,3592223286.2351317,1783723286.2351317,1808500000.0,1708985431.427649,579535134.137177,321634606.02554554,226624260.16244504,0.18085,1.8085,10.0,5.034486600345542
2020-09-30,600959.SH,季报,1826372674.7479503,177350000.0,4226908815.989178,2453408815.989178,1773500000.0,1810114229.9938254,1219765067.9869335,543412596.9534113,216291200.31418625,0.17735,1.7735,10.0,4.195737540614457
2020-12-31,600959.SH,季报,1415858264.0148606,159850000.0,3614076091.4898815,2015576091.4898815,1598500000.0,1239023442.176608,768395840.7392168,331505360.3262366,188487081.2959422,0.15985,1.5985,10.0,4.42298379871971
2021-03-31,600959.SH,季报,1549945465.6222262,150350000.0,3643662384.2725973,2140162384.2725973,1503500000.0,1816296096.130149,984440080.676555,612971550.950613,191303345.18359363,0.15035,1.5035,10.0,4.126342787656907
2021-06-30,600959.SH,季报,1390802998.1793332,146850000.0,3110302347.7121167,1641802347.7121167,1468500000.0,1461561204.271311,640287459.0647435,327146910.00810146,167881205.3475777,0.14685,1.4685,10.0,4.7214059465318625
2021-09-30,600959.SH,季报,1486056688.9406633,145350000.0,3463448206.421818,2009948206.4218178,1453500000.0,1463291698.9595041,958492241.3489053,524254823.5666921,181092129.90954003,0.14535,1.4535,10.0,4.196684671954862
2021-12-31,600959.SH,季报,1350748015.9834595,160350000.0,2593592746.873714,990092746.873714,1603500000.0,1243958120.572006,356134966.3700702,489019278.27286446,176793527.14168862,0.16035,1.6035,10.0,6.18254350816195
2022-03-31,600959.SH,季报,1884104082.2481794,160850000.0,3273260818.7519627,1664760818.7519627,1608500000.0,1092000377.0534992,542716246.5294455,636593388.1392167,201265916.04275224,0.16085,1.6085,10.0,4.914059981976301
2022-06-30,600959.SH,季报,1394629366.1480765,158850000.0,3939583515.52322,2351083515.52322,1588500000.0,1222479514.206424,785373932.2148623,468563976.83954823,194472963.87282673,0.15885,1.5885,10.0,4.032152113899354
2022-09-30,600959.SH,季报,1239390161.1502364,140350000.0,2715764969.0040245,1312264969.0040245,1403500000.0,904858815.010201,557128523.3263433,249643478.52172834,162524318.1772124,0.14035,1.4035,10.0,5.167972987422095
2022-12-31,600959.SH,季报,1395808977.4684534,145350000.0,2516226094.7496786,1062726094.7496786,1453500000.0,895606446.52123,492104254.25803226,509428841.8963949,185521854.53205398,0.14535,1.4535,10.0,5.776507933976411
2023-03-31,600959.SH,季报,1789267793.4295907,165350000.0,3765552779.4638076,2112052779.4638076,1653500000.0,1447302663.79107,736512233.603784,640947446.6610886,193583549.68963337,0.16535,1.6535,10.0,4.391121561269016
2023-06-30,600959.SH,季报,1686295163.3942342,165850000.0,3831989084.7029395,2173489084.7029395,1658500000.0,1911827597.4771917,794961412.7875042,611880473.6167628,212812507.62821656,0.16585,1.6585,10.0,4.328039468120168
2023-09-30,600959.SH,季报,1837489691.9445798,156850000.0,3604928003.583024,2036428003.583024,1568500000.0,1199947925.8208048,662997133.2502943,462414853.2021261,189056866.6969278,0.15685,1.5685,10.0,4.350988420409591
2023-12-31,600959.SH,季报,1330964766.644181,154850000.0,3796669360.9574137,2248169360.9574137,1548500000.0,1537566871.8649917,1007665198.7138306,486227963.8065007,177631747.99985084,0.15485,1.5485,10.0,4.078574805390774
2024-03-31,600959.SH,季报,1746295056.6035683,153850000.0,2496271573.405335,957771573.405335,1538500000.0,1175509009.4834979,296408596.26904887,486529757.3897774,196725247.52880684,0.15385,1.5385,10.0,6.163191602992245
2024-06-30,600959.SH,季报,1542123948.1539087,129850000.0,3180281401.841397,1881781401.8413968,1298500000.0,962705958.46272,912074077.0702052,336217043.8552008,146640567.66506514,0.12985,1.2985,10.0,4.082972026463327
2024-09-30,600959.SH,季报,1970507108.0850055,164900000.0,3169407929.069047,1520407929.069047,1649000000.0,1214200760.201277,707100340.7542648,585895342.4874791,208963331.70741308,0.1649,1.649,10.0,5.2028644999457745
2024-12-31,600959.SH,季报,1595141805.263473,166400000.0,3842424001.139751,2178424001.139751,1664000000.0,1203793210.4360113,778474950.610093,351992876.5696605,184420055.02774316,0.1664,1.664,10.0,4.330599641024571
2025-03-31,600959.SH,季报,1620041322.4685643,164900000.0,4082504390.5734253,2433504390.5734253,1649000000.0,1743745321.3411903,1205344819.8354342,562152016.9708176,193496050.78935075,0.1649,1.649,10.0,4.039187327777455
2025-06-30,600959.SH,季报,1574239980.7305405,170900000.0,2594058698.6908207,885058698.6908207,1709000000.0,898414001.0003072,307792659.72875065,619972234.1654351,217784609.30517024,0.1709,1.709,10.0,6.5881315671943135
2025-09-30,600959.SH,季报,1925451845.206478,181000000.0,3222924416.8036046,1412924416.8036046,1810000000.0,1380673635.9963915,624221116.9677421,591797016.7784171,211079200.40856674,0.181,1.81,10.0,5.616017522977164
2025-12-31,600959.SH,季报,1916311709.291073,172000000.0,3573328663.15375,1853328663.15375,1720000000.0,1273916652.9731429,746736535.8373857,488593777.6938958,198137302.10616806,0.172,1.72,10.0,4.813439126760766
