date,stock_code,report_type,revenue,net_profit,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,gross_profit,operating_profit,eps,bps,roe,roa
2020-03-31,002211.SZ,季报,2239098622.047902,256500000.0,6394967114.696181,3829967114.6961813,2565000000.0,2539248668.4057393,1508775493.5446935,476470031.9771867,326979765.4865917,0.2565,2.565,10.0,4.010966677381985
2020-06-30,002211.SZ,季报,3340763165.9243736,291000000.0,6032533316.956968,3122533316.9569683,2910000000.0,2943576816.3174324,1109307112.4284034,781977884.5967225,332555345.1321946,0.291,2.91,10.0,4.823844058714475
2020-09-30,002211.SZ,季报,3620767898.7571154,322500000.0,7594205976.47369,4369205976.47369,3225000000.0,2453312417.5168304,1921425589.2453282,905716535.8240693,354753570.3111218,0.3225,3.225,10.0,4.246658584176964
2020-12-31,002211.SZ,季报,3490142334.9237804,298500000.0,5389633814.534415,2404633814.5344152,2985000000.0,2553098039.867358,1159307906.6695774,704875551.3888081,348600106.3568495,0.2985,2.985,10.0,5.538409663287783
2021-03-31,002211.SZ,季报,2738435244.057544,274000000.0,4933940925.4972925,2193940925.4972925,2740000000.0,2023538805.6361868,678766202.3166963,1061100778.9854507,322714032.46060956,0.274,2.74,10.0,5.55337009780642
2021-06-30,002211.SZ,季报,2929132906.557418,256500000.0,4313698574.045026,1748698574.0450258,2565000000.0,1794063985.2128575,667208741.667732,751061789.8055408,332119148.11999846,0.2565,2.565,10.0,5.946173465696648
2021-09-30,002211.SZ,季报,2624930751.915185,219500000.0,3658977327.7139254,1463977327.7139254,2195000000.0,1554549182.4667509,451839323.3102449,531318865.05073225,279514238.767497,0.2195,2.195,10.0,5.998943976434539
2021-12-31,002211.SZ,季报,2158226238.366705,203000000.0,3360880280.0718474,1330880280.0718477,2029999999.9999998,1452442605.7071388,403377191.65957105,441193793.95405924,250614028.23836243,0.203,2.03,10.0,6.040084236373346
2022-03-31,002211.SZ,季报,2087489743.2927403,190000000.0,3869480038.6707153,1969480038.6707153,1900000000.0,1266628954.1465335,980793588.0384532,589235821.0654975,242226773.1980806,0.19,1.9,10.0,4.910220445671838
2022-06-30,002211.SZ,季报,1304060931.3967638,160500000.0,3059649593.7558146,1454649593.7558146,1605000000.0,1282629694.6511693,463711428.03826934,482421238.0300407,177593623.77273574,0.1605,1.605,10.0,5.245698733853418
2022-09-30,002211.SZ,季报,1406325047.833995,130000000.0,2925366952.410589,1625366952.4105892,1300000000.0,1021889995.8895574,579040609.2496743,381595250.99728477,150460595.9399445,0.13,1.3,10.0,4.443886941871553
2022-12-31,002211.SZ,季报,1117537261.9390242,123500000.0,2979395020.6654243,1744395020.6654243,1235000000.0,1028188894.9756405,753665234.7856051,375869602.1478872,144769437.0823688,0.1235,1.235,10.0,4.145136819501606
2023-03-31,002211.SZ,季报,1551310098.7947192,147500000.0,2233086092.214068,758086092.2140679,1475000000.0,722716001.8661176,350005132.2105943,364579995.4021558,179873570.87096107,0.1475,1.475,10.0,6.605208841444899
2023-06-30,002211.SZ,季报,1541461564.554928,172000000.0,2649307689.5880637,929307689.5880637,1720000000.0,943125629.8668212,439183981.2603229,390501659.18444055,219916997.36647576,0.172,1.72,10.0,6.492262136103337
2023-09-30,002211.SZ,季报,1658016216.0667188,193500000.0,4790052210.721516,2855052210.7215157,1935000000.0,2149160870.391577,1287962797.3012154,588850611.4811909,239917696.93261915,0.1935,1.935,10.0,4.039621939128164
2023-12-31,002211.SZ,季报,1709066749.5391922,200000000.0,4596108948.623161,2596108948.6231613,2000000000.0,1900168476.2458405,784526567.6627635,433688593.2279404,258779301.3040177,0.2,2.0,10.0,4.351506942843756
2024-03-31,002211.SZ,季报,2005218378.4343162,193000000.0,4257177605.039078,2327177605.039078,1930000000.0,1387151172.7815661,1049224408.173519,679738623.3695925,234625912.4841965,0.193,1.93,10.0,4.533520043221884
2024-06-30,002211.SZ,季报,1320757863.431759,126500000.0,2232677873.4998846,967677873.4998846,1265000000.0,1013405415.1179382,438737420.16566646,340546265.854841,162148456.31820384,0.1265,1.265,10.0,5.665841969477759
2024-09-30,002211.SZ,季报,1308824167.3598073,153500000.0,3139653134.226209,1604653134.2262092,1535000000.0,1113930104.401533,638998387.3570544,354805892.43433183,185605301.6710392,0.1535,1.535,10.0,4.8890751123636855
2024-12-31,002211.SZ,季报,1446135796.9395008,177000000.0,3939516701.7308326,2169516701.7308326,1770000000.0,1875103312.4760888,1054784298.7647827,372538981.12324655,229842859.97005203,0.177,1.77,10.0,4.4929369108204265
2025-03-31,002211.SZ,季报,2062133613.1491883,180500000.0,3382575235.261201,1577575235.261201,1805000000.0,1596707533.1998687,758338446.2128202,783064955.8363252,211045959.49775282,0.1805,1.805,10.0,5.3361710367415345
2025-06-30,002211.SZ,季报,1617340596.6134791,149000000.0,3539401639.544744,2049401639.544744,1490000000.0,1519034670.8740132,652479799.5437348,383587124.8557662,190984686.54255158,0.149,1.49,10.0,4.209751115422016
2025-09-30,002211.SZ,季报,1624109894.6455445,184000000.0,3908112426.7850547,2068112426.7850547,1840000000.0,1844622448.6982393,954583023.4659652,423513780.14839065,211982536.8044498,0.184,1.84,10.0,4.708155239826726
2025-12-31,002211.SZ,季报,1675781144.1121078,159500000.0,2567628060.381263,972628060.3812628,1595000000.0,897539317.889453,385314072.7811647,441006922.4536776,188169276.14115503,0.1595,1.595,10.0,6.211958907175836
