date,stock_code,report_type,revenue,net_profit,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,gross_profit,operating_profit,eps,bps,roe,roa
2020-03-31,002293.SZ,季报,1932117630.5537517,240500000.0,4936586114.719583,2531586114.7195826,2405000000.0,1592820292.252052,911703288.5490627,462543991.70862275,301835209.3688433,0.2405,2.405,10.0,4.87178779851309
2020-06-30,002293.SZ,季报,2339560112.549557,282000000.0,4491603386.561095,1671603386.5610952,2820000000.0,2028465400.1859753,554160734.6103963,735544951.3743176,321986976.8470157,0.282,2.82,10.0,6.2783815873802595
2020-09-30,002293.SZ,季报,3693324923.8964157,359000000.0,6194008096.951617,2604008096.9516172,3590000000.0,2244405484.9743342,1087368079.1574793,839831030.9422207,405619040.88728213,0.359,3.59,10.0,5.795923970081375
2020-12-31,002293.SZ,季报,3628609681.3477306,442500000.0,7182393912.752591,2757393912.752591,4425000000.0,2877746503.1464205,970517964.0432466,1205284535.6088083,540094640.1000811,0.4425,4.425,10.0,6.160898516222089
2021-03-31,002293.SZ,季报,4708557669.030688,496500000.0,12092894258.059185,7127894258.059185,4965000000.0,5912977528.030973,3167595953.6166153,1211569872.570908,613093118.4697294,0.4965,4.965,10.0,4.105716873105979
2021-06-30,002293.SZ,季报,5734478763.951815,519500000.0,9780181022.906654,4585181022.906654,5195000000.0,3674834032.437796,2171914993.163611,1250086549.7325184,658623824.3454217,0.5195,5.195,10.0,5.3117626226268495
2021-09-30,002293.SZ,季报,5048298695.989614,424000000.0,8853919818.447506,4613919818.447506,4240000000.0,3580600434.3231506,1580173787.6296248,1771807561.2087965,536893607.9372512,0.424,4.24,10.0,4.788839391978438
2021-12-31,002293.SZ,季报,5802579366.655006,596500000.0,14242510170.832584,8277510170.832584,5965000000.0,6205455720.019157,3631484171.0572915,2056474225.676786,718126571.9518521,0.5965,5.965,10.0,4.188166221018959
2022-03-31,002293.SZ,季报,4803792471.672639,528000000.0,8090063254.439287,2810063254.439287,5280000000.0,2593339348.9086733,975123179.2541009,1148005467.6446366,620213292.3995352,0.528,5.28,10.0,6.526524989903741
2022-06-30,002293.SZ,季报,6176584876.610933,538500000.0,13091276641.625523,7706276641.625523,5385000000.0,4070591033.8280272,3690488332.480043,2403301288.45546,617847887.6595817,0.5385,5.385,10.0,4.113426174860326
2022-09-30,002293.SZ,季报,4717011883.836162,420500000.0,9108969436.58471,4903969436.584709,4205000000.0,4197799566.5299883,2012912504.0276568,1494343156.3687215,542022035.1984427,0.4205,4.205,10.0,4.616329025225724
2022-12-31,002293.SZ,季报,5452906843.477569,471000000.0,9089113112.789078,4379113112.789078,4710000000.0,4441876785.224175,1481551647.5196457,1780100512.457936,596457230.6256856,0.471,4.71,10.0,5.182023748139595
2023-03-31,002293.SZ,季报,6034334148.589513,525500000.0,8611867748.865322,3356867748.865322,5255000000.0,4037728544.637984,1558411551.5571208,1906961942.3164775,648474522.7556255,0.5255,5.255,10.0,6.10204447309631
2023-06-30,002293.SZ,季报,4297526937.526262,515000000.0,8266881419.247216,3116881419.247216,5150000000.0,3102831516.973919,1066534987.2145444,1561969256.458544,599794915.7169,0.515,5.15,10.0,6.229676874292168
2023-09-30,002293.SZ,季报,4148086036.660993,501500000.0,8103624461.093692,3088624461.093692,5015000000.0,2510416723.6914887,996027117.6247734,1612109784.16969,555138870.3493361,0.5015,5.015,10.0,6.188588851911283
2023-12-31,002293.SZ,季报,3837278711.166465,404500000.0,8925163839.382992,4880163839.382992,4045000000.0,2814294244.2503333,1644499956.0076957,1488183011.8724241,519114832.76412576,0.4045,4.045,10.0,4.532129687245759
2024-03-31,002293.SZ,季报,4953011673.392846,434000000.0,6750460320.018033,2410460320.018033,4340000000.0,2992809713.235378,1067072653.9160622,1424387693.7357693,539298408.7197814,0.434,4.34,10.0,6.429191187347659
2024-06-30,002293.SZ,季报,4237256109.013073,364000000.0,6862419758.923103,3222419758.9231033,3640000000.0,2141602460.5356462,1238472021.3747878,1541830249.6955435,401442779.54157776,0.364,3.64,10.0,5.3042514562985765
2024-09-30,002293.SZ,季报,2989342773.5091867,350000000.0,8177654018.2763405,4677654018.2763405,3500000000.0,2687360486.0901437,1509367920.9715388,822008052.809301,448210160.4753555,0.35,3.5,10.0,4.279956075639549
2024-12-31,002293.SZ,季报,3983730259.0268154,360000000.0,5439765115.497732,1839765115.4977322,3600000000.0,2284806560.6459913,553277628.0137812,846653083.5465513,436499166.2560408,0.36,3.6,10.0,6.617932803281717
2025-03-31,002293.SZ,季报,4488326267.668608,375000000.0,6148088808.653874,2398088808.6538744,3750000000.0,2120226644.9838598,1147029262.5521455,1492660213.9036665,452154674.559902,0.375,3.75,10.0,6.099456459902803
2025-06-30,002293.SZ,季报,4146709163.821602,427000000.0,6905879660.4470005,2635879660.447001,4269999999.9999995,2831333971.9432125,888517928.1755625,1153405517.051596,500024754.3562052,0.427,4.27,10.0,6.183136993330715
2025-09-30,002293.SZ,季报,3297533175.097189,402000000.0,10018705654.21722,5998705654.21722,4019999999.9999995,4384635738.568875,2928757898.95321,1045264132.951082,442359840.99866766,0.402,4.02,10.0,4.012494366782642
2025-12-31,002293.SZ,季报,5324556398.360478,513500000.0,10144034504.331522,5009034504.331522,5135000000.0,3179876541.0185256,1799742623.9813373,1692315323.1867573,566746876.8756614,0.5135,5.135,10.0,5.062088459781308
