date,stock_code,report_type,revenue,net_profit,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,gross_profit,operating_profit,eps,bps,roe,roa
2020-03-31,600018.SH,季报,1445338704.2861605,173000000.0,3053999289.492983,1323999289.4929829,1730000000.0,1270814490.4793172,433178974.957569,431759425.69210136,212991740.49464855,0.173,1.73,10.0,5.664703348006378
2020-06-30,600018.SH,季报,1447985278.1189616,159000000.0,3001258673.6173377,1411258673.6173377,1590000000.0,1374730293.5301976,615259106.5073537,294575408.9267883,195448148.42651448,0.159,1.59,10.0,5.297777275837457
2020-09-30,600018.SH,季报,1813300649.0669403,165250000.0,3754546193.887192,2102046193.8871918,1652500000.0,1858015659.6260815,973955203.496262,440245299.50291616,183412482.958564,0.16525,1.6525,10.0,4.401330852422189
2020-12-31,600018.SH,季报,2108758936.9026077,184750000.0,3790013589.953923,1942513589.9539232,1847500000.0,1474609992.007617,724824093.1533203,613922662.0619658,228971410.6416814,0.18475,1.8475,10.0,4.874652705460248
2021-03-31,600018.SH,季报,2292048469.5393567,195250000.0,3435874612.138597,1483374612.138597,1952500000.0,1218688805.01459,654488548.5189341,793808186.780322,218605399.45313755,0.19525,1.9525,10.0,5.6826870023196285
2021-06-30,600018.SH,季报,1830287260.8617752,194750000.0,4195519135.173162,2248019135.173162,1947500000.0,1475679770.7573185,860436294.5230376,676330879.6948588,249987409.92669323,0.19475,1.9475,10.0,4.641857031882232
2021-09-30,600018.SH,季报,2414923218.2666316,267150000.0,5868877193.497704,3197377193.4977036,2671500000.0,1941309370.7388668,1156509893.0633287,630716787.3906138,303856841.115794,0.26715,2.6715,10.0,4.551978022235379
2021-12-31,600018.SH,季报,2355641799.5995603,236650000.0,5420900482.77949,3054400482.7794905,2366500000.0,2245941140.7049046,1132181202.175752,525797464.5465877,300573298.1453494,0.23665,2.3665,10.0,4.365510873179894
2022-03-31,600018.SH,季报,2330515604.2338414,236150000.0,5601114596.669278,3239614596.669278,2361500000.0,2536072578.7551746,1546460970.2584553,552372279.1535838,306355502.5494791,0.23615,2.3615,10.0,4.2161251287454
2022-06-30,600018.SH,季报,2685218402.9900985,254150000.0,4652823091.811075,2111323091.8110752,2541500000.0,1752623343.7401593,887989975.3926432,862642139.0124655,310825132.7390262,0.25415,2.5415,10.0,5.462275160370949
2022-09-30,600018.SH,季报,2794266351.5482917,250150000.0,4241914424.417034,1740414424.4170341,2501500000.0,2080608865.0612524,687031431.7592437,600766176.4158804,304675142.64954054,0.25015,2.5015,10.0,5.8971015200142345
2022-12-31,600018.SH,季报,2237839818.4283605,239150000.0,5863760775.010831,3472260775.010831,2391500000.0,2065075912.3872287,1220815155.862682,465496047.49956906,281609481.84924006,0.23915,2.3915,10.0,4.078440597699149
2023-03-31,600018.SH,季报,2272462391.5713735,249150000.0,5169257460.283619,2677757460.283619,2491500000.0,1592283056.988562,1041834565.9456893,748608734.3544906,309556036.188335,0.24915,2.4915,10.0,4.819841184430578
2023-06-30,600018.SH,季报,2583130578.889557,234650000.0,5468603128.600078,3122103128.6000776,2346500000.0,2442238091.317039,1200382062.6496825,593532070.2008886,301940167.40969425,0.23465,2.3465,10.0,4.290858094507009
2023-09-30,600018.SH,季报,2281526947.8170004,236650000.0,4374710810.396107,2008210810.3961067,2366500000.0,2113052095.2261798,863235410.2361118,682456757.9567503,284014462.4912022,0.23665,2.3665,10.0,5.409500427722504
2023-12-31,600018.SH,季报,2112548808.126602,224150000.0,3682932055.8369327,1441432055.8369327,2241500000.0,1291384625.8175225,686964090.2571492,479521024.23623914,276217452.5704503,0.22415,2.2415,10.0,6.086183415867083
2024-03-31,600018.SH,季报,2211398836.1563873,247650000.0,4320362378.74616,1843862378.7461596,2476500000.0,1861391670.932708,825292999.6226915,632993459.8607447,286842492.30292636,0.24765,2.4765,10.0,5.732158052720386
2024-06-30,600018.SH,季报,2732666181.1329503,276750000.0,4945250269.308076,2177750269.308076,2767500000.0,2166520270.6818814,906833532.8463056,604675595.440917,322927011.374552,0.27675,2.7675,10.0,5.596278953111952
2024-09-30,600018.SH,季报,3230019695.444886,312750000.0,4956632519.236294,1829132519.2362938,3127500000.0,1564417264.1073418,612936385.4702005,915275557.9082366,356888058.56839633,0.31275,3.1275,10.0,6.3097273962966245
2024-12-31,600018.SH,季报,2710060026.45803,296250000.0,5552680029.2464695,2590180029.2464695,2962500000.0,1995811279.8777394,1271132512.6489964,922601414.9205501,342133448.23839873,0.29625,2.9625,10.0,5.33526150326733
2025-03-31,600018.SH,季报,2479741311.428899,280250000.0,5277537279.3238325,2475037279.3238325,2802500000.0,1876078992.275668,1048910452.585612,771599426.7897822,344277235.45036876,0.28025,2.8025,10.0,5.31024197778677
2025-06-30,600018.SH,季报,2466066357.381175,275750000.0,6575796205.966606,3818296205.966606,2757500000.0,2278481108.518502,1337443735.2750416,774665490.7492135,311561239.0961816,0.27575,2.7575,10.0,4.193408544957579
2025-09-30,600018.SH,季报,2765418140.9579678,270000000.0,6101190090.657743,3401190090.6577435,2700000000.0,2013116598.576015,1451485407.1364827,599767811.9407047,298409557.2537474,0.27,2.7,10.0,4.42536613329634
2025-12-31,600018.SH,季报,3220599248.7307243,268500000.0,4943929203.322841,2258929203.3228407,2685000000.0,1790908010.9599345,751262932.3269582,1006989213.934832,331067403.20254487,0.2685,2.685,10.0,5.430903011708576
