date,stock_code,report_type,revenue,net_profit,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,gross_profit,operating_profit,eps,bps,roe,roa
2020-03-31,002797.SZ,季报,2753597595.6142893,331950000.0,5001855235.74934,1682355235.74934,3319500000.0,2445173854.08455,658036552.5990077,653598747.2418692,366734018.6160474,0.33195,3.3195,10.0,6.636537531663884
2020-06-30,002797.SZ,季报,2780157790.3987365,334200000.0,5820557189.444136,2478557189.4441357,3342000000.0,1783046986.1214092,1098326215.565213,594239830.8188883,369351782.762833,0.3342,3.342,10.0,5.741718346245063
2020-09-30,002797.SZ,季报,4389476161.076416,543700000.0,12923031118.984724,7486031118.984724,5437000000.0,4236619472.4907966,3333432485.93048,995199707.3437718,633994112.3315384,0.5437,5.437,10.0,4.207217292863061
2020-12-31,002797.SZ,季报,4959602096.6385145,485700000.0,7609884085.28205,2752884085.28205,4857000000.0,3503461773.9290934,1045334530.7729442,1980432801.745531,589815471.795952,0.4857,4.857,10.0,6.3824888074099775
2021-03-31,002797.SZ,季报,3038460805.459623,373200000.0,5984682950.633008,2252682950.633008,3732000000.0,2962304362.070819,911136248.3850042,1053842605.5206337,450303507.3944249,0.3732,3.732,10.0,6.2359193139968445
2021-06-30,002797.SZ,季报,4132317267.8603344,345200000.0,7964742601.932343,4512742601.932343,3452000000.0,3813711253.7236056,1879833706.3416932,974895370.7969893,391566426.74415165,0.3452,3.452,10.0,4.334101141149876
2021-09-30,002797.SZ,季报,3556502868.365017,352200000.0,7176522734.280093,3654522734.280093,3522000000.0,3036369690.148364,1276878562.8244274,1040835756.3687829,394536937.314209,0.3522,3.522,10.0,4.907669257670521
2021-12-31,002797.SZ,季报,3803953833.136021,356200000.0,5558899638.875794,1996899638.8757944,3562000000.0,1870623167.8384652,712445760.1489921,874584956.5733727,455039304.4109474,0.3562,3.562,10.0,6.407742955259329
2022-03-31,002797.SZ,季报,3090381459.553127,283200000.0,5233926532.202245,2401926532.2022448,2832000000.0,2350858907.4758472,1189434940.9642608,704643642.569191,336853102.084347,0.2832,2.832,10.0,5.410851647564869
2022-06-30,002797.SZ,季报,2796251182.914148,312700000.0,7498031602.647638,4371031602.647638,3127000000.0,3725277082.4081597,2042814730.3915462,958759769.0220566,387220138.5329153,0.3127,3.127,10.0,4.170427874558199
2022-09-30,002797.SZ,季报,2508556521.770183,264700000.0,4690515608.93583,2043515608.93583,2647000000.0,1531062863.4732068,622747279.5668,686611248.9139658,332141209.50654685,0.2647,2.647,10.0,5.643302827853809
2022-12-31,002797.SZ,季报,2610641571.7765512,273700000.0,6261120216.490164,3524120216.490164,2737000000.0,3048377225.210577,1381208101.4028976,990509242.969233,333016570.0454946,0.2737,2.737,10.0,4.3714222141773496
2023-03-31,002797.SZ,季报,2457679828.1430106,290700000.0,5415813103.271244,2508813103.271244,2907000000.0,1913650184.190505,844543866.5864533,822678827.702149,366438341.88537586,0.2907,2.907,10.0,5.367615064567354
2023-06-30,002797.SZ,季报,2355969396.924702,278200000.0,4594483254.492094,1812483254.492094,2782000000.0,1845959738.5881307,599118156.9522197,593019125.1091841,358059451.93733144,0.2782,2.782,10.0,6.055087908482412
2023-09-30,002797.SZ,季报,3247215818.64185,288700000.0,5266909804.3571615,2379909804.3571615,2887000000.0,2005643744.4985378,771769421.3999822,1180440301.2253041,319345814.31992096,0.2887,2.887,10.0,5.4813925190282715
2023-12-31,002797.SZ,季报,2802342292.59959,284700000.0,6900434357.913827,4053434357.913827,2847000000.0,2288434622.242784,1228061287.801842,1043276365.2554075,351941444.4775939,0.2847,2.847,10.0,4.12582723395505
2024-03-31,002797.SZ,季报,2389640736.0283284,263700000.0,6392682377.238098,3755682377.238098,2637000000.0,2855829298.4530435,1701681088.435039,841966450.2402523,310008110.4929649,0.2637,2.637,10.0,4.125028969669056
2024-06-30,002797.SZ,季报,2484174883.729006,248700000.0,4871745898.438443,2384745898.438443,2487000000.0,1617222098.4348054,856144233.1914494,990620668.1435285,317254559.6729532,0.2487,2.487,10.0,5.1049460539334905
2024-09-30,002797.SZ,季报,3664612108.501325,351300000.0,5964490000.598669,2451490000.598669,3513000000.0,1988148783.7657313,876538881.554447,759554285.2000555,447369625.18705493,0.3513,3.513,10.0,5.889858143189765
2024-12-31,002797.SZ,季报,4957367221.416618,413800000.0,9403041712.192781,5265041712.192781,4138000000.0,3125295073.273605,1639412095.3119328,1668566904.4356775,527693804.43547475,0.4138,4.138,10.0,4.400703651706999
2025-03-31,002797.SZ,季报,3251295038.2721863,369300000.0,9125168465.274847,5432168465.274847,3693000000.0,3702427691.5822897,2409130428.2387905,1228651633.3619208,415514770.3832459,0.3693,3.693,10.0,4.047048571271246
2025-06-30,002797.SZ,季报,3194223189.129408,353500000.0,5963687084.570655,2428687084.570655,3535000000.0,2900930627.628667,833599795.830862,866384059.589649,431910264.6603906,0.3535,3.535,10.0,5.927541049472243
2025-09-30,002797.SZ,季报,3703148458.716584,391500000.0,7891355848.655539,3976355848.6555386,3915000000.0,3070561395.5494795,1605959662.609934,1079977611.5523221,453270607.50052005,0.3915,3.915,10.0,4.961124647125125
2025-12-31,002797.SZ,季报,3825723732.2141576,343500000.0,7019238027.245177,3584238027.2451773,3435000000.0,2419501804.2507553,1248079151.2578573,974513290.8719307,422536068.2792644,0.3435,3.435,10.0,4.893693569967346
